#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0001288	Gait disturbance	5	951	0.94	0.0117	9606.ENSP00000233146,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,NTRK2,ATM,ERCC6,AR
Monarch	HP:0010461	Abnormality of the male genitalia	5	951	0.94	0.0117	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	APC,TP53,ATM,ERCC6,AR
Monarch	HP:0001337	Tremor	4	492	1.13	0.0122	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	NTRK2,ATM,ERCC6,AR
Monarch	HP:0040276	Adenocarcinoma of the colon	2	30	2.04	0.0122	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0003011	Abnormality of the musculature	7	2384	0.68	0.0124	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0006721	Acute lymphoblastic leukemia	2	31	2.02	0.0126	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
Monarch	HP:0000025	Functional abnormality of male internal genitalia	3	188	1.42	0.0129	9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	ATM,ERCC6,AR
Monarch	HP:0012373	Abnormal eye physiology	7	2405	0.68	0.0129	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000398880	MSH2,APC,TP53,NTRK2,ATM,ERCC6,CDK12
Monarch	HP:0012649	Increased inflammatory response	5	981	0.92	0.0129	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	APC,TP53,ATM,ERCC6,AR
Monarch	HP:0001901	Polycythemia	2	32	2.01	0.0130	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0000505	Visual impairment	5	995	0.92	0.0133	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000348089	MSH2,APC,TP53,NTRK2,ERCC6
Monarch	HP:0001315	Reduced tendon reflexes	4	516	1.1	0.0136	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	NTRK2,ATM,ERCC6,AR
Monarch	HP:0010987	Abnormal cellular immune system morphology	4	517	1.1	0.0136	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,APC,TP53,ATM
Monarch	HP:0000130	Abnormality of the uterus	3	195	1.4	0.0137	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000363822	MSH2,APC,AR
Monarch	HP:0032180	Abnormal circulating metabolite concentration	5	1010	0.91	0.0139	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	APC,TP53,ATM,ERCC6,AR
Monarch	HP:0002216	Premature graying of hair	2	34	1.98	0.0140	9606.ENSP00000278616,9606.ENSP00000348089	ATM,ERCC6
Monarch	HP:0100728	Germ cell neoplasia	2	35	1.97	0.0145	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
Monarch	HP:0003006	Neuroblastoma	2	37	1.95	0.0158	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0005374	Cellular immunodeficiency	2	38	1.94	0.0164	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0011842	Abnormal skeletal morphology	7	2573	0.65	0.0175	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0031466	Impairment in personality functioning	4	566	1.06	0.0175	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120	MSH2,APC,TP53,NTRK2
Monarch	HP:0002040	Esophageal varix	2	41	1.9	0.0183	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0003808	Abnormal muscle tone	6	1773	0.74	0.0183	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0004396	Poor appetite	2	41	1.9	0.0183	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0010741	Pedal edema	2	41	1.9	0.0183	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002493	Upper motor neuron dysfunction	5	1100	0.87	0.0185	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,TP53,NTRK2,ATM,ERCC6
Monarch	HP:0000777	Abnormality of the thymus	2	42	1.89	0.0187	9606.ENSP00000278616,9606.ENSP00000348089	ATM,ERCC6
Monarch	HP:0000140	Abnormality of the menstrual cycle	3	228	1.33	0.0190	9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000363822	TP53,ERCC6,AR
Monarch	HP:0000271	Abnormality of the face	7	2641	0.64	0.0195	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0002315	Headache	3	234	1.32	0.0202	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0001945	Fever	3	238	1.32	0.0210	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	APC,TP53,ATM
Monarch	HP:0000708	Behavioral abnormality	6	1839	0.73	0.0213	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,APC,TP53,NTRK2,ATM,ERCC6
Monarch	HP:0001098	Abnormal fundus morphology	5	1143	0.86	0.0213	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000348089,9606.ENSP00000418915	APC,TP53,NTRK2,ERCC6,CDKN2A
Monarch	HP:0002671	Basal cell carcinoma	2	46	1.85	0.0213	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0003271	Visceromegaly	4	614	1.03	0.0217	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	APC,TP53,ATM,ERCC6
Monarch	EFO:0009386	Central nervous system disease	3	245	1.3	0.0221	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	TP53,ATM,ERCC6
Monarch	HP:0100649	Neoplasm of the oral cavity	2	49	1.83	0.0234	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0010784	Uterine neoplasm	2	50	1.82	0.0241	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0100543	Cognitive impairment	6	1903	0.71	0.0245	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,APC,TP53,NTRK2,ATM,ERCC6
Monarch	HP:0000656	Ectropion	2	51	1.81	0.0248	9606.ENSP00000257430,9606.ENSP00000348089	APC,ERCC6
Monarch	HP:0003072	Hypercalcemia	2	51	1.81	0.0248	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002890	Thyroid carcinoma	2	52	1.8	0.0256	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0100615	Ovarian neoplasm	2	52	1.8	0.0256	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
Monarch	HP:0001871	Abnormality of blood and blood-forming tissues	5	1214	0.83	0.0259	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,APC,TP53,ATM,ERCC6
Monarch	HP:0005293	Venous insufficiency	2	54	1.78	0.0268	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0012795	Abnormal optic disc morphology	4	670	0.99	0.0278	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000348089	APC,TP53,NTRK2,ERCC6
Monarch	HP:0009804	Tooth agenesis	3	273	1.26	0.0280	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000348089	APC,NTRK2,ERCC6
Monarch	HP:0000118	Phenotypic abnormality	9	5129	0.46	0.0281	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR,CDK12,CDKN2A
Monarch	HP:0001274	Agenesis of corpus callosum	3	275	1.25	0.0281	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000348089	MSH2,APC,ERCC6
Monarch	HP:0001298	Encephalopathy	3	276	1.25	0.0281	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120	APC,TP53,NTRK2
Monarch	HP:0012732	Anorectal anomaly	3	274	1.25	0.0281	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0025615	Abscess	2	56	1.77	0.0281	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	EFO:0004632	Nevus count	2	57	1.76	0.0284	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0000002	Abnormality of body height	5	1253	0.82	0.0284	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0001085	Papilledema	2	58	1.75	0.0290	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0001894	Thrombocytosis	2	58	1.75	0.0290	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0012337	Abnormal homeostasis	5	1275	0.81	0.0299	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	APC,TP53,ATM,ERCC6,AR
Monarch	HP:0002516	Increased intracranial pressure	2	61	1.73	0.0313	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0002898	Embryonal neoplasm	2	61	1.73	0.0313	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum	5	1300	0.8	0.0322	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000348089	MSH2,APC,TP53,NTRK2,ERCC6
Monarch	HP:0006483	Abnormal number of teeth	3	296	1.22	0.0326	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000348089	APC,NTRK2,ERCC6
Monarch	HP:0001409	Portal hypertension	2	63	1.72	0.0327	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002902	Hyponatremia	2	64	1.71	0.0336	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0012372	Abnormal eye morphology	6	2077	0.68	0.0341	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	APC,TP53,NTRK2,ATM,ERCC6,CDKN2A
Monarch	HP:0002018	Nausea	2	65	1.7	0.0343	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0032263	Increased blood pressure	3	303	1.21	0.0343	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089	APC,TP53,ERCC6
Monarch	EFO:0004842	Eosinophil count	4	734	0.95	0.0349	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000386593,9606.ENSP00000418915	TP53,ATM,PBRM1,CDKN2A
Monarch	HP:0003073	Hypoalbuminemia	2	66	1.7	0.0349	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002014	Diarrhea	3	309	1.2	0.0353	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089	APC,TP53,ERCC6
Monarch	HP:0002900	Hypokalemia	2	67	1.69	0.0353	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0012116	Abnormal circulating albumin concentration	2	67	1.69	0.0353	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0010978	Abnormality of immune system physiology	5	1347	0.78	0.0355	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	APC,TP53,ATM,ERCC6,AR
Monarch	HP:0002167	Neurological speech impairment	5	1354	0.78	0.0362	9606.ENSP00000233146,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,NTRK2,ATM,ERCC6,AR
Monarch	HP:0002653	Bone pain	2	73	1.65	0.0405	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002797	Osteolysis	2	73	1.65	0.0405	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0000119	Abnormality of the genitourinary system	6	2189	0.65	0.0420	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,ATM,ERCC6,AR
Monarch	HP:0001273	Abnormal corpus callosum morphology	4	784	0.92	0.0421	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000348089	MSH2,APC,NTRK2,ERCC6
Monarch	HP:0009121	Abnormal axial skeleton morphology	6	2206	0.65	0.0433	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0000035	Abnormal testis morphology	4	793	0.92	0.0435	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	TP53,ATM,ERCC6,AR
Monarch	HP:0100835	Benign neoplasm of the central nervous system	2	78	1.62	0.0448	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
Monarch	HP:0033127	Abnormality of the musculoskeletal system	7	3173	0.56	0.0449	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0012443	Abnormality of brain morphology	6	2254	0.64	0.0475	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ERCC6,AR
Monarch	HP:0001265	Hyporeflexia	3	353	1.14	0.0477	9606.ENSP00000277120,9606.ENSP00000348089,9606.ENSP00000363822	NTRK2,ERCC6,AR
Monarch	HP:0011354	Generalized abnormality of skin	4	821	0.9	0.0481	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	APC,TP53,ATM,ERCC6
DISEASES	DOID:229	Female reproductive system disease	7	192	1.78	3.35e-08	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,ERCC6,AR,CDKN2A
DISEASES	DOID:0050686	Organ system cancer	9	757	1.29	8.79e-08	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,AR,PBRM1,CDKN2A
DISEASES	DOID:4159	Skin cancer	5	63	2.11	3.76e-07	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,CDKN2A
DISEASES	DOID:345	Uterine disease	5	72	2.06	4.06e-07	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,CDKN2A
DISEASES	DOID:0050687	Cell type cancer	7	451	1.41	1.28e-06	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,AR,PBRM1,CDKN2A
DISEASES	DOID:289	Endometriosis	4	34	2.29	2.64e-06	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000418915	MSH2,TP53,PGR,CDKN2A
DISEASES	DOID:299	Adenocarcinoma	5	119	1.84	2.90e-06	9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	TP53,PGR,AR,PBRM1,CDKN2A
DISEASES	DOID:16	Integumentary system disease	7	575	1.3	4.99e-06	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,ERCC6,AR,CDKN2A
DISEASES	DOID:305	Carcinoma	6	307	1.51	4.99e-06	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,TP53,PGR,AR,PBRM1,CDKN2A
DISEASES	DOID:363	Uterine cancer	4	46	2.15	5.86e-06	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000418915	MSH2,TP53,PGR,CDKN2A
DISEASES	DOID:3119	Gastrointestinal system cancer	5	161	1.71	9.23e-06	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,APC,TP53,PBRM1,CDKN2A
DISEASES	DOID:193	Reproductive organ cancer	5	167	1.69	1.03e-05	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,TP53,PGR,AR,CDKN2A
DISEASES	DOID:10155	Intestinal cancer	4	59	2.05	1.24e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	MSH2,APC,TP53,CDKN2A
DISEASES	DOID:1612	Breast cancer	4	62	2.02	1.42e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000418915	TP53,ATM,PGR,CDKN2A
DISEASES	DOID:28	Endocrine system disease	6	398	1.39	1.44e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,ERCC6,AR,CDKN2A
DISEASES	DOID:0060085	Organ system benign neoplasm	5	237	1.54	4.13e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000418915	MSH2,APC,TP53,PGR,CDKN2A
DISEASES	DOID:3996	Urinary system cancer	4	89	1.87	4.46e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000386593,9606.ENSP00000418915	TP53,ATM,PBRM1,CDKN2A
DISEASES	DOID:37	Skin disease	6	518	1.28	5.08e-05	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,TP53,ATM,PGR,ERCC6,CDKN2A
DISEASES	DOID:1100	Ovarian disease	4	109	1.78	8.03e-05	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,TP53,ERCC6,AR
DISEASES	DOID:1380	Endometrial cancer	3	25	2.29	8.87e-05	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000325120	MSH2,TP53,PGR
DISEASES	DOID:3459	Breast carcinoma	3	29	2.23	0.00013	9606.ENSP00000269305,9606.ENSP00000325120,9606.ENSP00000418915	TP53,PGR,CDKN2A
DISEASES	DOID:11054	Urinary bladder cancer	3	38	2.11	0.00027	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
DISEASES	DOID:11166	Obsolete papillomavirus infectious disease	2	2	3.22	0.00029	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:5672	Large intestine cancer	3	44	2.05	0.00038	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	APC,TP53,CDKN2A
DISEASES	DOID:1909	Melanoma	3	46	2.03	0.00042	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
DISEASES	DOID:12704	Ataxia telangiectasia	2	5	2.82	0.00087	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
DISEASES	DOID:3008	Invasive ductal carcinoma	2	5	2.82	0.00087	9606.ENSP00000269305,9606.ENSP00000325120	TP53,PGR
DISEASES	DOID:657	Adenoma	3	66	1.87	0.00099	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000325120	APC,TP53,PGR
DISEASES	DOID:3012	Li-Fraumeni syndrome	2	6	2.74	0.0010	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:3498	Pancreatic ductal adenocarcinoma	2	6	2.74	0.0010	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:13223	Uterine fibroid	2	7	2.67	0.0013	9606.ENSP00000269305,9606.ENSP00000325120	TP53,PGR
DISEASES	DOID:8557	Oropharynx cancer	2	7	2.67	0.0013	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:2871	Endometrial carcinoma	2	9	2.56	0.0018	9606.ENSP00000269305,9606.ENSP00000325120	TP53,PGR
DISEASES	DOID:2893	Cervix carcinoma	2	9	2.56	0.0018	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:9561	Nasopharyngeal disease	2	9	2.56	0.0018	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:0050424	Familial adenomatous polyposis	2	10	2.52	0.0020	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
DISEASES	DOID:0060108	Brain glioma	2	10	2.52	0.0020	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:2059	Vulvar disease	2	11	2.47	0.0023	9606.ENSP00000325120,9606.ENSP00000418915	PGR,CDKN2A
DISEASES	DOID:5520	Head and neck squamous cell carcinoma	2	11	2.47	0.0023	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:7	Disease of anatomical entity	10	4798	0.53	0.0024	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,PGR,ERCC6,AR,PBRM1,CDKN2A
DISEASES	DOID:0050621	Respiratory system benign neoplasm	2	12	2.44	0.0025	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:8923	Skin melanoma	2	12	2.44	0.0025	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:3910	Lung adenocarcinoma	2	13	2.4	0.0027	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:8719	In situ carcinoma	2	13	2.4	0.0027	9606.ENSP00000269305,9606.ENSP00000325120	TP53,PGR
DISEASES	DOID:3068	Glioblastoma multiforme	2	14	2.37	0.0030	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:786	Laryngeal disease	2	14	2.37	0.0030	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:768	Retinoblastoma	2	16	2.31	0.0034	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:1795	Tumor of exocrine pancreas	2	17	2.29	0.0037	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:8618	Oral cavity cancer	2	18	2.26	0.0040	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:3908	Lung non-small cell carcinoma	2	26	2.1	0.0075	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:2513	Basal cell carcinoma	2	27	2.08	0.0080	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
DISEASES	DOID:9256	Colorectal cancer	2	32	2.01	0.0104	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
DISEASES	DOID:0060099	Musculoskeletal system benign neoplasm	2	35	1.97	0.0119	9606.ENSP00000257430,9606.ENSP00000325120	APC,PGR
DISEASES	DOID:4947	Cholangiocarcinoma	2	40	1.91	0.0149	9606.ENSP00000269305,9606.ENSP00000386593	TP53,PBRM1
DISEASES	DOID:9553	Adrenal gland disease	2	46	1.85	0.0181	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
DISEASES	DOID:5353	Colonic disease	2	50	1.82	0.0208	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
DISEASES	DOID:263	Kidney cancer	2	51	1.81	0.0214	9606.ENSP00000269305,9606.ENSP00000386593	TP53,PBRM1
DISEASES	DOID:331	Central nervous system disease	5	1199	0.84	0.0214	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000363822,9606.ENSP00000418915	TP53,NTRK2,ATM,AR,CDKN2A
DISEASES	DOID:225	Syndrome	5	1214	0.83	0.0222	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,TP53,ATM,ERCC6,CDKN2A
DISEASES	DOID:2394	Ovarian cancer	2	55	1.78	0.0235	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
DISEASES	DOID:5679	Retinal disease	3	309	1.2	0.0337	9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000418915	TP53,ERCC6,CDKN2A
DISEASES	DOID:3856	Male reproductive organ cancer	2	75	1.64	0.0401	9606.ENSP00000363822,9606.ENSP00000418915	AR,CDKN2A
DISEASES	DOID:936	Brain disease	4	806	0.91	0.0437	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000418915	TP53,NTRK2,ATM,CDKN2A
DISEASES	DOID:201	Connective tissue cancer	2	82	1.6	0.0460	9606.ENSP00000269305,9606.ENSP00000277120	TP53,NTRK2
