#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0006281	DNA repair	7	497	1.4	3.25e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,FANCA,SETD2,BRCA1,BIVM-ERCC5,ERCC5
Monarch	HP:0040012	Chromosome breakage	2	30	2.08	0.0058	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0100760	Clubbing of toes	2	30	2.08	0.0058	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0004493	Craniofacial hyperostosis	2	31	2.06	0.0060	9606.ENSP00000360141,9606.ENSP00000498881	GNAS,ERCC5
Monarch	HP:0006721	Acute lymphoblastic leukemia	2	31	2.06	0.0060	9606.ENSP00000269305,9606.ENSP00000386759	TP53,SETD2
Monarch	HP:0011014	Abnormal glucose homeostasis	4	527	1.13	0.0060	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000386759	TP53,ATM,GNAS,SETD2
Monarch	HP:0031826	Abnormal reflex	5	1046	0.93	0.0061	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,FANCA,BRCA1,ERCC5
Monarch	HP:0000492	Abnormal eyelid morphology	5	1058	0.93	0.0063	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0100022	Abnormality of movement	6	1758	0.79	0.0063	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0002060	Abnormal cerebral morphology	6	1786	0.78	0.0069	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0002244	Abnormality of the small intestine	3	204	1.42	0.0070	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000418960	BMPR1A,FANCA,BRCA1
Monarch	HP:0001770	Toe syndactyly	3	206	1.42	0.0071	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0000133	Gonadal dysgenesis	2	35	2.01	0.0073	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0002591	Polyphagia	2	35	2.01	0.0073	9606.ENSP00000360141,9606.ENSP00000386759	GNAS,SETD2
Monarch	HP:0003003	Colon cancer	2	35	2.01	0.0073	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0007874	Almond-shaped palpebral fissure	2	35	2.01	0.0073	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0011563	Abnormal ventriculoarterial connection	3	208	1.41	0.0073	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960	WT1,FANCA,BRCA1
Monarch	HP:0005374	Cellular immunodeficiency	2	38	1.97	0.0082	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0001780	Abnormality of toe	4	588	1.09	0.0084	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	GNAS,FANCA,SETD2,BRCA1
Monarch	HP:0005918	Abnormal finger phalanx morphology	4	589	1.08	0.0084	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000498881	GNAS,FANCA,SETD2,ERCC5
Monarch	HP:0001396	Cholestasis	3	223	1.38	0.0085	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000386759	TP53,GNAS,SETD2
Monarch	HP:0008214	Decreased serum estradiol	2	39	1.96	0.0085	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0200006	Slanting of the palpebral fissure	4	599	1.08	0.0089	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	BMPR1A,FANCA,SETD2,BRCA1
Monarch	HP:0000163	Abnormal oral cavity morphology	6	1901	0.75	0.0090	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0001537	Umbilical hernia	3	228	1.37	0.0090	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0003026	Short long bone	3	229	1.37	0.0090	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	GNAS,FANCA,BRCA1
Monarch	HP:0000037	Male pseudohermaphroditism	2	41	1.94	0.0091	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0010741	Pedal edema	2	41	1.94	0.0091	9606.ENSP00000269305,9606.ENSP00000386759	TP53,SETD2
Monarch	HP:0030065	Primitive neuroectodermal tumor	2	41	1.94	0.0091	9606.ENSP00000269305,9606.ENSP00000386759	TP53,SETD2
Monarch	HP:0000598	Abnormality of the ear	6	1919	0.75	0.0092	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0012758	Neurodevelopmental delay	6	1926	0.75	0.0093	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0001551	Abnormal umbilicus morphology	3	235	1.36	0.0094	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0001289	Confusion	2	43	1.92	0.0098	9606.ENSP00000360141,9606.ENSP00000498881	GNAS,ERCC5
Monarch	HP:0000483	Astigmatism	3	239	1.35	0.0099	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0000568	Microphthalmia	3	239	1.35	0.0099	9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	FANCA,BRCA1,ERCC5
Monarch	HP:0012740	Papilloma	2	45	1.9	0.0105	9606.ENSP00000269305,9606.ENSP00000498881	TP53,ERCC5
Monarch	HP:0100012	Neoplasm of the eye	2	45	1.9	0.0105	9606.ENSP00000269305,9606.ENSP00000498881	TP53,ERCC5
Monarch	EFO:0004872	Inflammatory biomarker measurement	5	1226	0.86	0.0109	9606.ENSP00000278616,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000386759	ATM,WT1,FANCA,MAP3K1,SETD2
Monarch	HP:0002997	Obsolete Abnormality of the ulna	2	46	1.89	0.0109	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0000086	Ectopic kidney	2	47	1.88	0.0113	9606.ENSP00000368370,9606.ENSP00000373952	WT1,FANCA
Monarch	HP:0005105	Abnormal nasal morphology	5	1245	0.86	0.0116	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,BMPR1A,SETD2,BRCA1,ERCC5
Monarch	HP:0000925	Abnormality of the vertebral column	5	1252	0.85	0.0118	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0001760	Abnormal foot morphology	5	1253	0.85	0.0118	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0000813	Bicornuate uterus	2	49	1.86	0.0120	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0002756	Pathologic fracture	2	49	1.86	0.0120	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
Monarch	HP:0008678	Renal hypoplasia/aplasia	3	264	1.31	0.0125	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	EFO:0004308	Leukocyte count	6	2057	0.72	0.0126	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	TP53,ATM,BMPR1A,FANCA,SETD2,BRCA1
Monarch	HP:0011314	Abnormal long bone morphology	4	675	1.03	0.0126	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	TP53,GNAS,FANCA,BRCA1
Monarch	HP:0003072	Hypercalcemia	2	51	1.85	0.0127	9606.ENSP00000269305,9606.ENSP00000386759	TP53,SETD2
Monarch	HP:0000365	Hearing impairment	5	1288	0.84	0.0131	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0000837	Increased circulating gonadotropin level	2	52	1.84	0.0131	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0002890	Thyroid carcinoma	2	52	1.84	0.0131	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0006824	Cranial nerve paralysis	3	271	1.3	0.0131	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960	WT1,FANCA,BRCA1
Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum	5	1300	0.84	0.0135	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0003022	Hypoplasia of the ulna	2	54	1.82	0.0138	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0005607	Abnormal tracheobronchial morphology	3	278	1.29	0.0140	9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000418960	ATM,FANCA,BRCA1
Monarch	HP:0008047	Abnormality of the vasculature of the eye	3	279	1.28	0.0141	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000498881	ATM,GNAS,ERCC5
Monarch	HP:0002750	Delayed skeletal maturation	3	280	1.28	0.0142	9606.ENSP00000269305,9606.ENSP00000382423,9606.ENSP00000498881	TP53,MAP3K1,ERCC5
Monarch	HP:0031703	Abnormal ear morphology	5	1320	0.83	0.0142	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0100585	Telangiectasia of the skin	2	55	1.81	0.0142	9606.ENSP00000278616,9606.ENSP00000498881	ATM,ERCC5
Monarch	HP:0002245	Meckel diverticulum	2	56	1.81	0.0144	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0025615	Abscess	2	56	1.81	0.0144	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0410042	Abnormal liver morphology	4	715	1.0	0.0147	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370	TP53,GNAS,BMPR1A,WT1
Monarch	HP:0005344	Abnormal carotid artery morphology	2	57	1.8	0.0148	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0002719	Recurrent infections	4	721	1.0	0.0151	9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	ATM,FANCA,SETD2,BRCA1
Monarch	HP:0005616	Accelerated skeletal maturation	2	58	1.79	0.0152	9606.ENSP00000360141,9606.ENSP00000386759	GNAS,SETD2
Monarch	HP:0002167	Neurological speech impairment	5	1354	0.82	0.0155	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,SETD2,BRCA1,ERCC5
Monarch	HP:0031704	Abnormal ear physiology	5	1362	0.82	0.0158	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	EFO:0004842	Eosinophil count	4	734	0.99	0.0159	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000386759,9606.ENSP00000418960	TP53,ATM,SETD2,BRCA1
Monarch	HP:0008070	Sparse hair	3	300	1.25	0.0164	9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960	MAP3K1,SETD2,BRCA1
Monarch	HP:0001873	Thrombocytopenia	3	305	1.25	0.0172	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000418960	TP53,FANCA,BRCA1
Monarch	HP:0001409	Portal hypertension	2	63	1.75	0.0174	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0002039	Anorexia	2	63	1.75	0.0174	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0001763	Pes planus	3	308	1.24	0.0175	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0001199	Triphalangeal thumb	2	64	1.75	0.0178	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0002575	Tracheoesophageal fistula	2	65	1.74	0.0183	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0006265	Aplasia/Hypoplasia of fingers	3	315	1.23	0.0185	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	GNAS,FANCA,BRCA1
Monarch	HP:0003073	Hypoalbuminemia	2	66	1.73	0.0187	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0100691	Abnormality of the curvature of the cornea	3	317	1.23	0.0187	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0002900	Hypokalemia	2	67	1.73	0.0191	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0012116	Abnormal circulating albumin concentration	2	67	1.73	0.0191	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0001197	Abnormality of prenatal development or birth	4	786	0.96	0.0196	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	TP53,FANCA,BRCA1,ERCC5
Monarch	HP:0011873	Abnormal platelet count	3	323	1.22	0.0196	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000418960	TP53,FANCA,BRCA1
Monarch	HP:0000072	Hydroureter	2	69	1.72	0.0200	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0030087	Abnormal circulating testosterone concentration	2	69	1.72	0.0200	9606.ENSP00000360141,9606.ENSP00000382423	GNAS,MAP3K1
Monarch	EFO:0004503	Hematological measurement	8	4592	0.49	0.0207	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	TP53,ATM,GNAS,BMPR1A,WT1,FANCA,SETD2,BRCA1
Monarch	HP:0002653	Bone pain	2	73	1.69	0.0219	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
Monarch	HP:0100749	Chest pain	2	73	1.69	0.0219	9606.ENSP00000360141,9606.ENSP00000368370	GNAS,WT1
Monarch	HP:0012115	Hepatitis	2	74	1.68	0.0223	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
Monarch	HP:0000164	Abnormality of the dentition	4	821	0.94	0.0224	9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,SETD2,BRCA1,ERCC5
Monarch	HP:0000819	Diabetes mellitus	3	350	1.19	0.0235	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141	TP53,ATM,GNAS
Monarch	HP:0002094	Dyspnea	3	350	1.19	0.0235	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000368370	TP53,GNAS,WT1
Monarch	HP:0003011	Abnormality of the musculature	6	2384	0.65	0.0235	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000386759,9606.ENSP00000498881	TP53,ATM,GNAS,WT1,SETD2,ERCC5
Monarch	HP:0001159	Syndactyly	3	351	1.18	0.0236	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0012719	Functional abnormality of the gastrointestinal tract	4	840	0.93	0.0238	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000386759	GNAS,BMPR1A,WT1,SETD2
Monarch	HP:0000277	Abnormal mandible morphology	4	841	0.93	0.0239	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0007759	Opacification of the corneal stroma	2	78	1.66	0.0240	9606.ENSP00000360141,9606.ENSP00000498881	GNAS,ERCC5
Monarch	HP:0001376	Limitation of joint mobility	3	356	1.18	0.0242	9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000498881	GNAS,SETD2,ERCC5
Monarch	HP:0011805	Abnormal skeletal muscle morphology	5	1537	0.77	0.0244	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000386759,9606.ENSP00000498881	ATM,GNAS,WT1,SETD2,ERCC5
Monarch	HP:0000963	Thin skin	2	80	1.65	0.0248	9606.ENSP00000360141,9606.ENSP00000498881	GNAS,ERCC5
Monarch	HP:0011732	Abnormality of adrenal morphology	2	80	1.65	0.0248	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
Monarch	HP:0006501	Aplasia/Hypoplasia of the radius	2	81	1.65	0.0252	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0010622	Neoplasm of the skeletal system	2	81	1.65	0.0252	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
Monarch	HP:0001263	Global developmental delay	5	1559	0.76	0.0257	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0005922	Abnormal hand morphology	4	870	0.92	0.0263	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	GNAS,FANCA,SETD2,BRCA1
Monarch	HP:0010866	Abdominal wall defect	3	375	1.16	0.0273	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0008572	External ear malformation	2	86	1.62	0.0279	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0000085	Horseshoe kidney	2	87	1.61	0.0284	9606.ENSP00000368370,9606.ENSP00000373952	WT1,FANCA
Monarch	HP:0000422	Abnormal nasal bridge morphology	4	897	0.9	0.0290	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,BMPR1A,BRCA1,ERCC5
Monarch	HP:0001250	Seizure	5	1607	0.75	0.0290	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000498881	TP53,ATM,GNAS,SETD2,ERCC5
Monarch	HP:0004334	Dermal atrophy	2	88	1.61	0.0290	9606.ENSP00000360141,9606.ENSP00000498881	GNAS,ERCC5
Monarch	HP:0001882	Leukopenia	2	90	1.6	0.0301	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0002650	Scoliosis	4	908	0.9	0.0301	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	GNAS,FANCA,SETD2,BRCA1
Monarch	HP:0009778	Short thumb	2	91	1.6	0.0305	9606.ENSP00000360141,9606.ENSP00000373952	GNAS,FANCA
Monarch	HP:0004207	Abnormal 5th finger morphology	3	396	1.13	0.0311	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	GNAS,FANCA,BRCA1
Monarch	HP:0040070	Abnormal upper limb bone morphology	3	401	1.13	0.0321	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	GNAS,FANCA,BRCA1
Monarch	HP:0002414	Spina bifida	2	94	1.58	0.0322	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0004305	Involuntary movements	4	933	0.89	0.0327	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000498881	ATM,GNAS,SETD2,ERCC5
Monarch	HP:0001266	Choreoathetosis	2	96	1.57	0.0334	9606.ENSP00000278616,9606.ENSP00000360141	ATM,GNAS
Monarch	EFO:0010701	Mean reticulocyte volume	3	409	1.12	0.0336	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370	TP53,ATM,WT1
Monarch	HP:0000010	Recurrent urinary tract infections	2	99	1.56	0.0351	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0011042	Abnormal blood potassium concentration	2	99	1.56	0.0351	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0011442	Abnormal central motor function	5	1689	0.72	0.0351	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000498881	TP53,ATM,GNAS,SETD2,ERCC5
Monarch	HP:0000786	Primary amenorrhea	2	100	1.55	0.0356	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0000453	Choanal atresia	2	101	1.55	0.0362	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0001876	Pancytopenia	2	102	1.55	0.0368	9606.ENSP00000360141,9606.ENSP00000373952	GNAS,FANCA
Monarch	HP:0000689	Dental malocclusion	2	104	1.54	0.0381	9606.ENSP00000360141,9606.ENSP00000418960	GNAS,BRCA1
Monarch	HP:0030448	Soft tissue sarcoma	2	104	1.54	0.0381	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0009115	Aplasia/hypoplasia involving the skeleton	4	985	0.86	0.0389	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,BRCA1,ERCC5
Monarch	HP:0000062	Ambiguous genitalia	2	106	1.53	0.0393	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0003251	Male infertility	2	110	1.51	0.0419	9606.ENSP00000373952,9606.ENSP00000382423	FANCA,MAP3K1
Monarch	HP:0040202	Abnormal consumption behavior	2	111	1.51	0.0424	9606.ENSP00000360141,9606.ENSP00000386759	GNAS,SETD2
Monarch	HP:0000050	Hypoplastic male external genitalia	3	452	1.08	0.0429	9606.ENSP00000368370,9606.ENSP00000382423,9606.ENSP00000498881	WT1,MAP3K1,ERCC5
Monarch	HP:0000377	Abnormal pinna morphology	4	1019	0.85	0.0431	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	BMPR1A,FANCA,BRCA1,ERCC5
Monarch	HP:0002023	Anal atresia	2	113	1.5	0.0435	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0011733	Abnormality of adrenal physiology	2	113	1.5	0.0435	9606.ENSP00000360141,9606.ENSP00000382423	GNAS,MAP3K1
Monarch	HP:0001646	Abnormal aortic valve morphology	2	116	1.49	0.0454	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0000100	Nephrotic syndrome	2	117	1.49	0.0460	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0010876	Abnormal circulating protein concentration	3	466	1.06	0.0460	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361107	TP53,ATM,BMPR1A
Monarch	HP:0000708	Behavioral abnormality	5	1839	0.69	0.0486	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000498881	TP53,ATM,GNAS,SETD2,ERCC5
Monarch	HP:0002514	Cerebral calcification	2	122	1.47	0.0496	9606.ENSP00000360141,9606.ENSP00000498881	GNAS,ERCC5
Monarch	HP:0034221	Abnormal temporal lobe morphology	2	122	1.47	0.0496	9606.ENSP00000360141,9606.ENSP00000498881	GNAS,ERCC5
DISEASES	DOID:3114	Serous cystadenocarcinoma	3	5	3.03	3.32e-05	9606.ENSP00000269305,9606.ENSP00000368370,9606.ENSP00000418960	TP53,WT1,BRCA1
DISEASES	DOID:0050686	Organ system cancer	7	757	1.22	3.56e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960	TP53,ATM,GNAS,WT1,MAP3K1,SETD2,BRCA1
DISEASES	DOID:1612	Breast cancer	4	62	2.06	3.56e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000382423,9606.ENSP00000418960	TP53,ATM,MAP3K1,BRCA1
DISEASES	DOID:225	Syndrome	8	1214	1.07	3.56e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,BRCA1,BIVM-ERCC5,ERCC5
DISEASES	DOID:0050687	Cell type cancer	6	451	1.38	3.59e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000386759,9606.ENSP00000418960	TP53,ATM,GNAS,WT1,SETD2,BRCA1
DISEASES	DOID:3996	Urinary system cancer	4	89	1.91	6.24e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370,9606.ENSP00000386759	TP53,ATM,WT1,SETD2
DISEASES	DOID:3459	Breast carcinoma	3	29	2.27	0.00019	9606.ENSP00000269305,9606.ENSP00000382423,9606.ENSP00000418960	TP53,MAP3K1,BRCA1
DISEASES	DOID:0050739	Autosomal genetic disease	9	2802	0.76	0.00029	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,FANCA,BRCA1,BIVM-ERCC5,ERCC5
DISEASES	DOID:4947	Cholangiocarcinoma	3	40	2.13	0.00043	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000418960	TP53,GNAS,BRCA1
DISEASES	DOID:229	Female reproductive system disease	4	192	1.57	0.00062	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370,9606.ENSP00000418960	TP53,ATM,WT1,BRCA1
