#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0035825	Homologous recombination	5	63	2.11	5.13e-06	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960	BARD1,ATM,FANCD2,ERCC4,BRCA1
Monarch	HP:0100543	Cognitive impairment	8	1903	0.84	0.00016	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0004298	Abnormality of the abdominal wall	5	415	1.3	0.00017	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001197	Abnormality of prenatal development or birth	6	786	1.1	0.00018	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0000118	Phenotypic abnormality	11	5129	0.55	0.00019	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000414150,9606.ENSP00000418960	APC,BARD1,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,ERG,BRCA1
Monarch	HP:0000929	Abnormal skull morphology	8	1954	0.83	0.00019	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0033353	Abnormal blood vessel morphology	6	792	1.09	0.00019	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0000286	Epicanthus	5	447	1.26	0.00024	9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0012210	Abnormal renal morphology	6	837	1.07	0.00025	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0100886	Abnormality of globe location	6	839	1.07	0.00025	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0005528	Bone marrow hypocellularity	3	54	1.96	0.00027	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497	FANCD2,ERCC4,BRCA2
Monarch	HP:0012372	Abnormal eye morphology	8	2077	0.8	0.00028	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0000539	Abnormality of refraction	6	888	1.05	0.00032	9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000414150,9606.ENSP00000418960	FANCD2,MAP2K1,ERCC4,BRCA2,ERG,BRCA1
Monarch	HP:0011563	Abnormal ventriculoarterial connection	4	208	1.5	0.00032	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002650	Scoliosis	6	908	1.04	0.00036	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0002898	Embryonal neoplasm	3	61	1.91	0.00036	9606.ENSP00000257430,9606.ENSP00000369497,9606.ENSP00000382423	APC,BRCA2,MAP3K1
Monarch	HP:0000366	Abnormality of the nose	7	1470	0.89	0.00037	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0001903	Anemia	5	498	1.22	0.00037	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0007378	Neoplasm of the gastrointestinal tract	4	221	1.47	0.00038	9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000369497,9606.ENSP00000418960	APC,BARD1,BRCA2,BRCA1
Monarch	HP:0009121	Abnormal axial skeleton morphology	8	2206	0.77	0.00041	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0011277	Abnormality of the urinary system physiology	6	933	1.02	0.00041	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0001537	Umbilical hernia	4	228	1.46	0.00042	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001508	Failure to thrive	6	949	1.02	0.00045	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,ATM,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0001551	Abnormal umbilicus morphology	4	235	1.45	0.00047	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002977	Aplasia/Hypoplasia involving the central nervous system	7	1534	0.87	0.00047	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0012443	Abnormality of brain morphology	8	2254	0.77	0.00047	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0000483	Astigmatism	4	239	1.44	0.00049	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000568	Microphthalmia	4	239	1.44	0.00049	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0033127	Abnormality of the musculoskeletal system	9	3173	0.67	0.00049	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0001999	Abnormal facial shape	6	978	1.0	0.00051	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0001643	Patent ductus arteriosus	4	246	1.43	0.00054	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000505	Visual impairment	6	995	1.0	0.00056	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002823	Abnormality of femur morphology	4	253	1.41	0.00059	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0012211	Abnormal renal physiology	5	560	1.17	0.00059	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0000377	Abnormal pinna morphology	6	1019	0.99	0.00062	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0000582	Upslanted palpebral fissure	4	259	1.4	0.00063	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000174	Abnormal palate morphology	6	1035	0.98	0.00067	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0031826	Abnormal reflex	6	1046	0.97	0.00070	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,ATM,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001249	Intellectual disability	7	1656	0.84	0.00071	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0001626	Abnormality of the cardiovascular system	8	2438	0.73	0.00075	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0002597	Abnormality of the vasculature	7	1673	0.84	0.00075	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0012252	Abnormal respiratory system morphology	6	1067	0.97	0.00076	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,ATM,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0030680	Abnormality of cardiovascular system morphology	7	1680	0.84	0.00076	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0000083	Renal insufficiency	4	285	1.36	0.00086	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000175	Cleft palate	5	617	1.12	0.00086	9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0000707	Abnormality of the nervous system	9	3471	0.63	0.00091	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,NTRK2,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0001679	Abnormal aortic morphology	4	292	1.35	0.00094	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0003221	Chromosomal breakage induced by crosslinking agents	2	10	2.52	0.00094	9606.ENSP00000287647,9606.ENSP00000369497	FANCD2,BRCA2
Monarch	HP:0004209	Clinodactyly of the 5th finger	4	292	1.35	0.00094	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0009179	Deviation of the 5th finger	4	293	1.35	0.00094	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0009778	Short thumb	3	91	1.73	0.00094	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000369497	APC,FANCD2,BRCA2
Monarch	HP:0012639	Abnormal nervous system morphology	8	2546	0.71	0.00099	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000382423,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,MAP3K1,BRCA1
Monarch	HP:0000518	Cataract	5	642	1.11	0.0010	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001347	Hyperreflexia	5	645	1.1	0.0010	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0008070	Sparse hair	4	300	1.34	0.0010	9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000382423,9606.ENSP00000418960	MAP2K1,ERCC4,MAP3K1,BRCA1
Monarch	HP:0040069	Abnormal lower limb bone morphology	5	648	1.1	0.0010	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000347	Micrognathia	5	659	1.1	0.0011	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001763	Pes planus	4	308	1.33	0.0011	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002060	Abnormal cerebral morphology	7	1786	0.81	0.0011	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0009118	Aplasia/Hypoplasia of the mandible	5	660	1.09	0.0011	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0009726	Renal neoplasm	3	98	1.7	0.0011	9606.ENSP00000257430,9606.ENSP00000369497,9606.ENSP00000382423	APC,BRCA2,MAP3K1
Monarch	HP:0002242	Abnormal intestine morphology	5	673	1.09	0.0012	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0011138	Abnormality of skin adnexa morphology	6	1165	0.93	0.0012	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000382423,9606.ENSP00000418960	APC,ATM,MAP2K1,ERCC4,MAP3K1,BRCA1
Monarch	HP:0100691	Abnormality of the curvature of the cornea	4	317	1.32	0.0012	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000163	Abnormal oral cavity morphology	7	1901	0.78	0.0015	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0002719	Recurrent infections	5	721	1.06	0.0016	9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	ATM,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	EFO:0004340	Body mass index	6	1257	0.89	0.0017	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000302486,9606.ENSP00000382423,9606.ENSP00000386593,9606.ENSP00000418960	APC,NTRK2,MAP2K1,MAP3K1,PBRM1,BRCA1
Monarch	HP:0001760	Abnormal foot morphology	6	1253	0.9	0.0017	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0004370	Abnormality of temperature regulation	4	350	1.27	0.0017	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520	APC,ATM,MAP2K1,ERCC4
Monarch	HP:0032101	Unusual infection	5	748	1.04	0.0019	9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	ATM,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002829	Arthralgia	3	124	1.6	0.0020	9606.ENSP00000257430,9606.ENSP00000302486,9606.ENSP00000310520	APC,MAP2K1,ERCC4
Monarch	HP:0003549	Abnormality of connective tissue	6	1294	0.88	0.0020	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum	6	1300	0.88	0.0020	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001155	Abnormality of the hand	6	1312	0.88	0.0021	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0002118	Abnormal cerebral ventricle morphology	5	765	1.03	0.0021	9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0003254	Abnormality of DNA repair	2	17	2.29	0.0021	9606.ENSP00000287647,9606.ENSP00000310520	FANCD2,ERCC4
Monarch	HP:0010866	Abdominal wall defect	4	375	1.24	0.0021	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0011603	Congenital malformation of the great arteries	4	371	1.25	0.0021	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0040064	Abnormality of limbs	7	2018	0.76	0.0021	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0000240	Abnormality of skull size	6	1333	0.87	0.0022	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0010978	Abnormality of immune system physiology	6	1347	0.86	0.0023	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,ATM,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0007495	Prematurely aged appearance	3	136	1.56	0.0025	9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520	ATM,MAP2K1,ERCC4
Monarch	HP:0011354	Generalized abnormality of skin	5	821	1.0	0.0027	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520	APC,ATM,FANCD2,MAP2K1,ERCC4
Monarch	HP:0000524	Conjunctival telangiectasia	2	21	2.19	0.0029	9606.ENSP00000278616,9606.ENSP00000310520	ATM,ERCC4
Monarch	HP:0000987	Atypical scarring of skin	3	146	1.53	0.0030	9606.ENSP00000257430,9606.ENSP00000302486,9606.ENSP00000310520	APC,MAP2K1,ERCC4
Monarch	HP:0025033	Abnormality of digestive system morphology	5	849	0.99	0.0031	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001939	Abnormality of metabolism/homeostasis	7	2168	0.72	0.0032	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,ATM,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0002813	Abnormality of limb bone morphology	6	1459	0.83	0.0035	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0001392	Abnormality of the liver	5	895	0.96	0.0039	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0001511	Intrauterine growth retardation	4	469	1.15	0.0045	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002032	Esophageal atresia	2	28	2.07	0.0048	9606.ENSP00000287647,9606.ENSP00000310520	FANCD2,ERCC4
Monarch	HP:0001263	Global developmental delay	6	1559	0.8	0.0049	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,MAP2K1,ERCC4,BRCA2,BRCA1
Monarch	HP:0012539	Non-Hodgkin lymphoma	2	29	2.05	0.0051	9606.ENSP00000257430,9606.ENSP00000278616	APC,ATM
Monarch	HP:0002667	Nephroblastoma	2	33	2.0	0.0064	9606.ENSP00000369497,9606.ENSP00000382423	BRCA2,MAP3K1
Monarch	HP:0001595	Abnormal hair morphology	5	1040	0.9	0.0076	9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000382423,9606.ENSP00000418960	ATM,MAP2K1,ERCC4,MAP3K1,BRCA1
Monarch	HP:0001480	Freckling	2	38	1.94	0.0082	9606.ENSP00000257430,9606.ENSP00000310520	APC,ERCC4
Monarch	HP:0000054	Micropenis	3	217	1.36	0.0088	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000382423	FANCD2,ERCC4,MAP3K1
Monarch	HP:0000252	Microcephaly	5	1080	0.88	0.0090	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0040195	Decreased head circumference	5	1088	0.88	0.0092	9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000777	Abnormality of the thymus	2	42	1.89	0.0098	9606.ENSP00000278616,9606.ENSP00000310520	ATM,ERCC4
Monarch	HP:0004328	Abnormal anterior eye segment morphology	5	1106	0.87	0.0099	9606.ENSP00000257430,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	APC,FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0002910	Elevated hepatic transaminase	3	233	1.33	0.0106	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000310520	APC,ATM,ERCC4
Monarch	HP:0009777	Absent thumb	2	44	1.87	0.0107	9606.ENSP00000287647,9606.ENSP00000310520	FANCD2,ERCC4
Monarch	HP:0001945	Fever	3	238	1.32	0.0112	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000310520	APC,ATM,ERCC4
Monarch	HP:0002671	Basal cell carcinoma	2	46	1.85	0.0116	9606.ENSP00000257430,9606.ENSP00000310520	APC,ERCC4
Monarch	HP:0002119	Ventriculomegaly	4	612	1.03	0.0117	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000369497,9606.ENSP00000418960	FANCD2,ERCC4,BRCA2,BRCA1
Monarch	HP:0000086	Ectopic kidney	2	47	1.84	0.0120	9606.ENSP00000257430,9606.ENSP00000287647	APC,FANCD2
Monarch	HP:0000147	Polycystic ovaries	2	48	1.84	0.0125	9606.ENSP00000278616,9606.ENSP00000382423	ATM,MAP3K1
Monarch	HP:0000656	Ectropion	2	51	1.81	0.0140	9606.ENSP00000257430,9606.ENSP00000310520	APC,ERCC4
Monarch	HP:0012378	Fatigue	3	258	1.28	0.0140	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000310520	APC,ATM,ERCC4
Monarch	HP:0100774	Hyperostosis	2	53	1.79	0.0149	9606.ENSP00000302486,9606.ENSP00000310520	MAP2K1,ERCC4
Monarch	HP:0100585	Telangiectasia of the skin	2	55	1.78	0.0159	9606.ENSP00000278616,9606.ENSP00000310520	ATM,ERCC4
Monarch	HP:0012795	Abnormal optic disc morphology	4	670	0.99	0.0161	9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000302486,9606.ENSP00000310520	APC,NTRK2,MAP2K1,ERCC4
